time,x_position,y_position,z_position,roll_angle,pitch_angle,yaw_angle
497.867,0.0,0.0,0.0,-0.2005189570491739,3.1938999757596847,0.0
497.867,-5.277113156527958e-07,0.00010826875846343143,-3.1165476812411097e-07,-0.20485960514814588,3.1939247543785063,7.419752418872289e-05
497.867,-2.1409898308104493e-06,0.00043861539677161405,-1.2627109916459953e-06,-0.20923041228299685,3.1939497887393298,0.0001481196075083194
497.867,-4.900984449798369e-06,0.0010023526808222263,-2.886026209918639e-06,-0.21362833686456398,3.1939750655502093,0.0002217670160191942
497.867,-8.870374220437265e-06,0.0018110487878473542,-5.2152050282113945e-06,-0.21805017174993746,3.1940005706701635,0.00029514051388980674
497.867,-1.4113399925474182e-05,0.002876531886113512,-8.284612667921457e-06,-0.22249253995790705,3.1940262890848814,0.00036824086340104753
497.867,-2.069589597975539e-05,0.004210894735500048,-1.2129388583395221e-05,-0.22695189036116958,3.1940522048821975,0.000441068824950605
497.867,-2.868532261798369e-05,0.005826499305748422,-1.678546013605906e-05,-0.23142449335859025,3.194078301227365,0.0005136251570573219
497.867,-3.8150798357869565e-05,0.007735981409186165,-2.2289556316587594e-05,-0.23590643653098148,3.194104560338131,0.0005859106163655438
497.867,-4.916313272346914e-05,0.009952255344744398,-2.8679221505876613e-05,-0.24039362028403874,3.194130963459641,0.0006579259576494552
497.975,-6.059533207179688e-05,0.012314420534255214,-3.54492177377477e-05,-0.24471553343916175,3.1941732173550372,0.0007401902238399251
498.408,-7.012940349640654e-05,0.014488099073581773,-4.1572815063300274e-05,-0.24894057017348797,3.1942203116059473,0.0008280504095366718
498.408,-7.665319938298729e-05,0.01631337992515025,-4.658819690914355e-05,-0.25323068651557123,3.1942565129896447,0.0009109950296240275
498.408,-8.024397400128231e-05,0.017804078866587074,-5.055570417184489e-05,-0.25750927025878756,3.1942927694212138,0.0009936302367239344
498.408,-8.096878349087106e-05,0.018973560013768594,-5.35140421655273e-05,-0.2617724177579933,3.1943290651143514,0.0010759568904981814
498.492,-7.911405538869336e-05,0.019835429661398087,-5.552659357097737e-05,-0.2661206660356232,3.1943472948283635,0.0011513881755797746
498.592,-7.512536037167579e-05,0.020403380360059023,-5.6640205133116805e-05,-0.2705684539971079,3.1943477758005394,0.0012188305318110641
498.692,-6.919129821770736e-05,0.020690052374365435,-5.687603527681733e-05,-0.27501704307470615,3.1943480572397935,0.001284330100411833
498.792,-6.13589318312558e-05,0.020707394750208413,-5.6268615026321094e-05,-0.2794528766004755,3.1943472675431934,0.0013485357533661434
498.892,-5.1736694508604754e-05,0.020467177754911556,-5.494172166300222e-05,-0.28387005381583635,3.1943434742918795,0.0014116232423931224
499.6,-4.045444409379536e-05,0.01998080324468412,-5.30455624706231e-05,-0.2882594696749326,3.194337666527348,0.0014739883967109946
499.6,-2.7618689726291328e-05,0.01925926468685481,-5.05298065416888e-05,-0.2926123253992722,3.1943323045099756,0.0015360218914433846
499.6,-1.3288740184716252e-05,0.018313132177862224,-4.731682179952038e-05,-0.29692452098066874,3.194326959573592,0.0015978192307921732
499.6,2.486894504165503e-06,0.01715262689996635,-4.3436186938650055e-05,-0.3011936610653019,3.1943216260629055,0.0016593810783181314
499.6,1.9661275353933367e-05,0.015787653165894616,-3.891653594124379e-05,-0.30541749644096744,3.194316299165749,0.001720708095932662
499.6,3.818899765008553e-05,0.014227804518469963,-3.378557624781833e-05,-0.30959391998204344,3.1943109748872676,0.0017818009439016333
499.6,5.802615416613829e-05,0.012482369791204427,-2.8070106819522405e-05,-0.3137209626384356,3.194305650024144,0.001842660280849203
499.667,7.899715896876064e-05,0.010560956863377163,-2.1820014829755863e-05,-0.31776550013884075,3.194308996543712,0.0019052464701169883
499.767,0.00010079910584242167,0.008473338819863733,-1.5088349047561849e-05,-0.3217359848187918,3.1943237641604085,0.0019689400691116
499.867,0.0001232941101710016,0.006228297768206242,-7.872694076315133e-06,-0.3256659983077191,3.1943409291854703,0.0020315429824813557
499.967,0.0001464823476583119,0.003833982929411434,-1.6245689813096033e-07,-0.3295484010566906,3.194357763160826,0.0020933960079382906
500.067,0.00017030575652180453,0.0012984429989339563,8.012602742312598e-06,-0.3333813103959669,3.194375256793886,0.002154538997649074
500.167,0.00019467087909630688,-0.0013705462451938566,1.6606855776350293e-05,-0.3371636401359934,3.194395605832083,0.0022149747242559167
500.267,0.00021954840209350332,-0.004165397830846313,2.5586226459599163e-05,-0.3408900270473885,3.194417930702785,0.002274961194161162
500.367,0.00024502367390742674,-0.007078772853255807,3.4945490385499025e-05,-0.3445544558271419,3.1944360004846364,0.0023347796226018845
500.467,0.00027116735017590097,-0.010103707717312454,4.46811077626021e-05,-0.34815738842974747,3.194445560330724,0.0023943297400335363
500.567,0.00029800148678904104,-0.01323344202666136,5.484690341639026e-05,-0.35169995429276085,3.194446987005915,0.0024534959209311477
500.667,0.0003254849187938944,-0.01646139354887843,6.548731127089338e-05,-0.3551794535588638,3.1944401376484954,0.002512399399133749
500.767,0.0003533733270504598,-0.01978136898769431,7.6473948415771e-05,-0.35859581186965234,3.1944285035230844,0.0025710219025104728
501.15,0.0003814034395712927,-0.02318738679363408,8.761227899494123e-05,-0.3619484098013393,3.194416400035798,0.0026293867851605347
501.15,0.0004094871706374265,-0.0266735761844235,9.875380979913691e-05,-0.36523472926978606,3.1944039794505787,0.0026876205242458034
501.15,0.00043760063794185197,-0.03023439115039994,0.00010982647015420092,-0.36845600095485875,3.1943915735274957,0.0027456283145957036
501.192,0.00046561828435032654,-0.033864291307374096,0.00012084953495608263,-0.3716006030646411,3.1943847167300907,0.002804116645764724
501.292,0.0004933153680476914,-0.037557803833325555,0.00013190408460242876,-0.37466716205060896,3.194385385629442,0.0028631613463636803
501.392,0.0005205481536808658,-0.04131010906137133,0.00014306325605381576,-0.37766935221090475,3.194389681103504,0.0029219133915276835
