Time,Force_X_Factor,Force_Y_Factor,Force_Z_Factor
502.792,0.972157502833333,0.8236950191722117,0.5682413882290235
502.892,0.9721633462791444,0.8257402350848476,0.5682596753319304
502.992,0.9722997602590211,1.134723229524245,0.5703599864449793
503.092,0.0,0.0,0.0
503.3,0.0,0.0,0.0
503.3,0.0,0.0,0.0
503.375,0.0,0.0,0.0
503.475,0.9723270225324678,1.1827441354027046,0.5707036945473285
503.575,0.9721952319024577,0.8373292803504965,0.5683899013705686
503.675,0.9722017784105805,0.8385948999343701,0.5683995137481408
503.775,0.9722075595191243,0.8397987007811576,0.5684080720254852
503.875,0.9722099860081079,0.8409622698237611,0.5684299027449433
503.975,0.9722113798406288,0.8420165306148335,0.5684534216376131
504.075,0.9722199069950197,0.8430102880362496,0.5683875278965237
504.175,0.9722408853158033,0.8438751048914519,0.5681306313211817
504.275,0.9722620625172451,0.8447950796058178,0.5689431343729605
504.375,0.9722994108692864,0.845545522332417,0.5683697306327277
504.475,0.9723545433385444,0.846337050547993,0.5686616179084611
504.575,0.9723703266750358,0.8469316160759247,0.568504717378956
504.675,0.9722857460859716,0.8475695329977158,0.5689624069497364
504.775,0.9721171091579833,0.8481716799634248,0.568725465816914
504.875,0.9718309734997816,1.1349478068076684,0.5694872254844331
504.975,0.0,0.0,0.0
505.192,0.0,0.0,0.0
505.192,0.0,0.0,0.0
505.292,0.0,0.0,0.0
505.408,0.9719407972747254,0.651394336724377,0.5664190902099075
505.483,0.9721298188988694,0.778141205975275,0.5681003958344979
505.608,0.9723261632479625,0.608388902229454,0.5672437410689888
505.675,0.9722610640043922,1.1103404362873683,0.5707557582037349
505.775,0.972232373203476,1.3360548720145728,0.5722621608307842
505.875,0.9722791788580328,0.8519108750532719,0.5688274926823761
505.975,0.9722316382108693,0.8508319081608887,0.568699964065941
506.075,0.9721813893770863,0.8496225214280294,0.5687131123775052
506.175,0.9721450089788726,0.848499140986179,0.5685152645561673
506.275,0.9721211076306715,0.8484851127734849,0.5687469549070678
506.375,0.9721080732390377,0.8482249028794833,0.5681798078816553
506.475,0.9721060526254186,0.8490166032279312,0.5688390234571942
506.575,0.9721061032490852,0.8499308430375933,0.5683882291711901
506.675,0.9719530333812495,1.0323385003307681,0.5690691039173913
506.775,0.972163033545973,0.7357460634800549,0.568102744507101
506.917,0.9723436659488411,0.43683946116013095,0.5654764737133524
506.983,0.9718158456430556,1.0788718156939598,0.5698657478412296
507.083,0.9716158206913762,1.318531228766534,0.5704804237871403
507.183,0.9719851970045598,0.8549595316554958,0.5688453002674136
507.283,0.971863387213286,1.0276598929017544,0.5689986958602203
507.383,0.9720619899024577,0.757503616270465,0.5679354071487317
507.525,0.972276333933353,0.4624970917814367,0.5656385839340983
507.592,0.9718439841033764,1.0426573758785262,0.5698035829512749
507.692,0.9716734101922008,1.262468141850974,0.5714501200636322
507.792,0.9719756929451805,0.8480505238192837,0.5685319012479293
507.892,0.9719726216576052,0.8477271134835058,0.5684674095655795
507.992,0.9719694846548825,0.8475390833046822,0.5686194485930723
508.092,0.9721159184313461,0.5948912810884894,0.566644551154618
508.192,0.9720021896589459,0.79237263763393,0.5682156380103537
508.267,0.0,0.0,0.0
508.483,0.0,0.0,0.0
508.483,0.0,0.0,0.0
508.667,0.0,0.0,0.0
508.667,0.0,0.0,0.0
508.825,0.0,0.0,0.0
508.883,0.9717230491401454,1.1865905098192677,0.5707028350091559
508.967,0.9715599845104058,1.6936279288007137,0.5741625697957652
509.075,0.9718460447773541,0.9665201154176297,0.5688598310965901
509.175,0.9718724617177036,0.8418419836163268,0.5688364656373601
509.283,0.9718460132423982,0.7964425957027872,0.5675966846267793
509.383,0.971831439549731,0.8459156708051598,0.5684131392482954
509.483,0.9718112363805999,0.8915057712049038,0.5687086023842974
509.592,0.9718078369951457,0.8706051907854271,0.5686485229382428
509.692,0.9715072243194884,0.41719142820311533,0.5648404833611896
509.808,0.9714744610316726,0.48608454689316527,0.5652385560017713
509.867,0.9718456323127589,1.1753420056849966,0.570859844122912
509.975,0.971948466335834,1.3267188599741497,0.5719657927337839
510.075,0.9716958001513775,0.8387953313973677,0.5680777606539804
510.183,0.9716756852958434,0.7957484402541383,0.5679371370432438
510.283,0.9717962680795657,0.7972796774442417,0.5681785969958936
510.383,0.9722815444997589,0.8387102449839058,0.5693502695989395
510.483,0.9726842044020919,0.8384711251498298,0.5665128160142819
510.583,0.9711718545206635,0.8382466654537599,0.5610135730881759
510.683,0.9679477042553757,0.8380619579080669,0.5704809506970293
510.783,0.9658305048855033,0.8378434940541567,0.5624084305617165
510.883,0.966869604533381,0.8374319912389772,0.5657049467854387
510.983,0.9695858256300988,0.8369651386121649,0.5690962164123019
511.083,0.9715881621809417,0.8365828872698278,0.5687395458510239
511.183,0.9725189915819087,0.8360835726436464,0.5713233852196492
511.283,0.9728444801232632,0.8358119546216465,0.5706412832854091
511.383,0.9729205688170199,0.8353606636349442,0.5695538231600101
511.483,0.9729086513007164,0.8350895577748843,0.5689126245175025
511.583,0.9728674023919761,0.8347377920235126,0.5685064892496522
511.683,0.9728177959954981,0.8343945221498139,0.5676478152314073
511.783,0.972773969848136,0.8341124711594518,0.5686292925011829
511.883,0.9727350967257306,0.8337840936924622,0.5678616596775912
511.983,0.9727056547149565,0.8335062047125953,0.5681175947944371
512.083,0.9719897380503669,0.7231925185943837,0.5667669365080414
512.183,0.9720632104281454,0.7328712040475438,0.5672952806148348
512.267,0.9733434275272206,0.9337572301867719,0.5691448327346261
512.367,0.9733565609625418,0.9427099003440989,0.5693389693775636
512.467,0.9726111645117572,0.8321198101540749,0.5685330997697472
512.567,0.9725898312907014,0.8318400304387747,0.5677623798200984
512.667,0.9725750796911378,0.8316433149449796,0.5680746703978743
512.767,0.9725640271501134,0.8314531499261679,0.5681850997030367
512.867,0.9725472843644141,0.831223917486195,0.5681535934287747
512.967,0.9725235936938958,0.8310324266546356,0.5681630918591337
513.067,0.9725053177387677,0.8308530806587952,0.5681077942560243
513.167,0.9724963525974856,0.8307141269265794,0.5679570502505541
513.267,0.9724915602015292,0.8305445314006349,0.5680890902184205
513.367,0.972482729610839,0.8303918633876152,0.5679273531547607
513.467,0.9724684981030103,0.830187238554439,0.5679091635053772
513.567,0.9724522532762901,0.8299657534072739,0.5679298629173553
513.667,0.9724361409643145,0.8297517847309174,0.5679378178555139
513.767,0.9724208238943584,0.829547427004735,0.5679414683755
513.867,0.9724064339626022,0.8293521285265993,0.5679407546207674
513.967,0.9723929341085736,0.8291652384799608,0.5679333573434501
514.067,0.9723802476625395,0.8289862079722342,0.5679284844486928
514.167,0.9723683000704888,0.8288146074624374,0.5679179558436145
514.267,0.972357015076564,0.8286500991342819,0.5679096021826521
514.367,0.9723463377280873,0.8284923731647635,0.5678985320085703
514.467,0.9723362256961232,0.8283411765617392,0.5678880539996449
514.567,0.9723266449047323,0.8281963075651668,0.5678781420547775
514.667,0.972317565279539,0.8280576103284143,0.5678684264316867
514.767,0.9723089751782197,0.827924960118927,0.5678573686057519
514.867,0.9723008690447583,0.8277980840072265,0.5678483967708117
514.967,0.9722932272600031,0.8276769828118666,0.5678396309338916
515.067,0.9722860198363348,0.8275613797903492,0.5678306094114031
515.167,0.9722792317586252,0.8274512363094334,0.5678220554585651
515.267,0.9722728612785189,0.8273463664605797,0.5678142177387371
515.367,0.9722669018017321,0.8272466518577822,0.567807709552204
515.467,0.9722613473640797,0.8271519705988196,0.5677993098503861
515.567,0.9722561830046493,0.827062177097015,0.5677933715812736
515.667,0.9722513865645391,0.8269771759824432,0.5677874994574718
515.767,0.9722469374312382,0.8268968026369933,0.5677814946653511
515.867,0.9722428355693786,0.8268209793621433,0.5677759525381516
515.967,0.972239083883092,0.826749511929267,0.5677711696354087
516.067,0.9722356702723757,0.8266823630158063,0.5677662706103529
516.167,0.9722325691854471,0.8266193408872231,0.5677628014365095
516.267,0.9722297581348527,0.8265603614586524,0.567758645029749
516.367,0.9722272317550565,0.826505317330413,0.5677542638343207
516.467,0.9722249917719661,0.826454097912776,0.5677525209218794
516.567,0.9722230289560618,0.8264065533132358,0.5677492445770946
516.667,0.9722213228948391,0.8263625529499359,0.567747437926602
516.767,0.9722198537677642,0.8263220006766351,0.5677446134047736
516.867,0.9722186102998583,0.826284750133142,0.5677429771097209
516.967,0.9722175823816537,0.8262507306688988,0.5677420054290299
517.067,0.9722167571201066,0.8262198934889852,0.5677396886591964
517.167,0.9722161230932262,0.8261920255892762,0.5677402955739634
517.267,0.9722156672478662,0.8261670921126137,0.5677385015565687
517.367,0.9722153823229822,0.8261448802801136,0.5677375766352779
517.467,0.9722152531041522,0.8261253988499516,0.567737705822333
517.567,0.9722152622636804,0.8261084446327702,0.5677373908597336
517.667,0.972215388219997,0.8260940036976943,0.5677363061970675
517.767,0.9722156161000011,0.8260820030852267,0.5677371409119215
517.867,0.97221593681421,0.8260722237992933,0.5677367669010831
517.967,0.9722163384915684,0.8260646790074837,0.5677377285308995
518.067,0.9722168107700743,0.8260591122143964,0.5677371801234321
518.167,0.9722173338022955,0.8260555539074569,0.5677387947664805
518.267,0.9722178903145325,0.8260538752637184,0.5677381465998648
518.367,0.9722184602216013,0.8260540155507022,0.5677394281656242
518.467,0.9722190284477653,0.8260559333628334,0.567740531429771
518.567,0.9722195808855235,0.8260594607861506,0.5677401159895351
518.667,0.9722201041723795,0.8260645232480122,0.5677408508063646
518.767,0.972220586571948,0.8260710224479053,0.567741881405392
518.867,0.9722210045252656,0.8260788879649819,0.5677422397989199
518.967,0.972221339242079,0.8260879978743996,0.5677419958462656
519.067,0.9722215706129851,0.82609835332857,0.5677414216147317
519.167,0.972221679128582,0.8261098211342236,0.5677444198759344
519.267,0.9722216495334313,0.8261223586514542,0.567740691039926
519.367,0.972221466110498,0.826135821369998,0.5677430905950631
519.467,0.9722211162779347,0.8261501757344796,0.5677417516264144
519.567,0.9722205735262485,0.8261653619839486,0.5677411418073248
519.667,0.9722198133691194,0.8261812832387169,0.5677410682338851
519.767,0.9722188116827257,0.8261979309001677,0.5677391301991424
519.867,0.9722175511521256,0.8262151653217527,0.5677391163303462
519.967,0.9722160218470103,0.8262329245699317,0.5677358399957934
520.067,0.9722142021494963,0.8262511155282126,0.5677353961883862
520.167,0.9722120667416032,0.8262697199226381,0.5677307187179965
520.267,0.9722095840746631,0.8262886392165822,0.5677297146161813
520.367,0.9722067353954084,0.8263078638135789,0.5677245745929344
520.467,0.9722034958607242,0.8263273151516165,0.5677229256983377
520.567,0.9721998467912945,0.8263469386442228,0.5677176079994543
520.667,0.9721957657046095,0.8263666744221118,0.567714057897121
520.767,0.9721912286732749,0.8263864111541803,0.5677085483631584
520.867,0.9721862076786842,0.826406112410278,0.5677035417914565
520.967,0.9721806775023547,0.8264257539328983,0.5676972464254212
521.067,0.9721746133258928,0.8264452146533146,0.5676894172060366
521.167,0.9714433758469492,0.930672971324884,0.5676839065700219
521.267,0.9713240364111956,0.9453932747125636,0.5676645005212376
521.4,0.9729562328216269,0.7074048761671943,0.5676420438742041
521.5,0.9728573947760248,0.7222467762742476,0.5676440158255501
521.6,0.9721353288053449,0.8265385089316024,0.5676464246162877
521.7,0.9721254903676458,0.8265560813455455,0.5676356229679603
521.8,0.9721149235190081,0.8265731588683414,0.5676236970016262
521.9,0.9721036061778575,0.8265896709547861,0.56760929064628
522.0,0.9720915036686437,0.8266056203033183,0.5675975019760378
522.1,0.972078576891657,0.8266209218191136,0.5675827497319323
522.2,0.9720647899745402,0.8266355449002118,0.5675667094539146
522.3,0.9720501228288347,0.8266494785631399,0.5675501660584655
522.4,0.9720345478603986,0.8266625496976245,0.5675338753673475
522.5,0.9720180307252895,0.8266748453813227,0.5675141466163356
522.6,0.9720005342758881,0.8266863006016845,0.567495204208078
522.7,0.9719820211275486,0.8266967820958959,0.5674738708185074
522.8,0.9719624542055159,0.826706447124776,0.5674523593361187
522.9,0.971941802288982,0.8267150706966591,0.5674294795240292
523.0,0.9719200389739282,0.8267227045291019,0.5674042398387229
523.1,0.9718971308110937,0.826729272824912,0.5673789570993514
523.2,0.9718730328623418,0.8267346975037498,0.5673523060659769
523.3,0.9718477023865274,0.8267390214107441,0.5673229920028896
523.4,0.9718206266802882,0.8267452484093175,0.5672888568740274
523.5,0.9717913438081186,0.8267544592521404,0.5672389559944783
523.6,0.9717617875513095,0.8267407275319862,0.567234622791629
523.7,0.9717328775702652,0.8267408573786983,0.5671750516575278
523.8,0.9717036541655921,0.826721566898982,0.5671445138997621
523.9,0.9716716853210834,0.8267126636439353,0.5671140078857841
524.0,0.9716370044509395,0.8267088129668271,0.5670777264942896
524.1,0.9716003669180916,0.8267037134257826,0.5670378501024037
524.2,0.9715620536108851,0.826696939729461,0.5669957550216438
524.3,0.9715221305414414,0.8266883545280429,0.5669537750512563
524.4,0.9714805766857091,0.8266780832690452,0.5669058387328048
524.5,0.9714373501198758,0.8266660680039307,0.566858699132595
524.6,0.9713924053719594,0.8266522937180582,0.56680853016368
524.7,0.9720906631784373,0.6438848409002338,0.5660576917838858
524.8,0.97187343991562,0.6700580910312757,0.56603233034327
524.875,0.9705090973135378,0.9833934860515022,0.5671298818018655
524.975,0.9703980792217081,1.0094049084428895,0.56722711639467
525.075,0.9711401532937848,0.8265572496897191,0.5665265979662268
525.175,0.9710838500957293,0.8265327606591123,0.5664625818147656
525.275,0.971025485426667,0.8265064513229934,0.5663974862038096
525.375,0.970965004961326,0.8264782233972039,0.5663298886980975
525.475,0.9709023601730314,0.8264480389983586,0.5662599191653562
525.575,0.970837514340509,0.8264159223493305,0.5661857677595505
525.675,0.9707704253438554,0.8263818241357561,0.5661120642903955
525.775,0.9707010316846693,0.8263456958060323,0.5660339609290673
525.875,0.9706292805294762,0.8263075474900988,0.5659526512151163
525.975,0.9705551295751297,0.82626732873259,0.5658708007151034
526.075,0.9704785394649699,0.826224960604268,0.5657846261588415
526.175,0.9703994613275998,0.8261804100086347,0.5656959000022896
526.275,0.9703178420919164,0.8261337505365928,0.5656048420202475
526.375,0.9702336295451527,0.8260848377795521,0.5655100250611628
526.475,0.9701467728999814,0.8260337858050135,0.5654129744420953
526.575,0.9700572299052584,0.8259804321371361,0.565312762738393
526.675,0.9699649525460959,0.8259248205137258,0.5652092180156545
526.775,0.9698698879768697,0.8258668655993624,0.5651031535929907
526.875,0.9697719842454192,0.8258065962937888,0.5649944544856257
526.975,0.9696711947388067,0.8257439315621931,0.564880959231331
527.075,0.9695674684817445,0.82567913016789,0.564764667363755
527.175,0.9694413835149377,0.8255954705164127,0.5646305838314402
527.275,0.9692372022479755,0.8254365517423387,0.5644322411200233
527.375,0.9689406530773683,0.8252531794652996,0.5642858554670683
527.475,0.9686101157265861,0.8250962346153993,0.5640794135012923
527.575,0.9683607228638349,0.8249551657136386,0.5639777980822752
527.675,0.9682573641270005,0.8249112942525885,0.5641015775923426
527.775,0.9682958424934629,0.8249401220381978,0.5639391323730989
527.875,0.9684315354623685,0.8250559911734022,0.5636749497071258
527.975,0.9686335343660764,0.8251759844588128,0.564228086823497
528.075,0.9688957032214062,0.8253042661760629,0.5632879549072247
528.175,0.969210089912125,0.8254429393965126,0.564471482306678
528.275,0.9695579905737282,0.8255321856001343,0.5638142885568526
528.375,0.9699142587835753,0.8256560174148061,0.5639753115413384
528.475,0.9702599846829001,0.825828771717476,0.5641626455860015
528.575,0.9705898982464245,0.825985658901065,0.5644978297179246
528.675,0.9709107632899027,0.8261644363865481,0.5641860716451448
528.775,0.9712251460014598,0.8263266069208085,0.564220177567242
528.875,0.9715250190938921,0.8264900444874156,0.564356425899487
528.975,0.971806284654794,0.8266316371238918,0.5641947875537794
529.075,0.9720688518168841,0.8267665110732466,0.5641257951136995
529.175,0.9723106208733951,0.8268910273591152,0.5645352843471132
529.275,0.9725307016100113,0.827018976999713,0.56413089486424
529.375,0.9727311732396213,0.8270788734800973,0.564376340871681
529.475,0.9729110250924256,0.8272554596675495,0.5649077317155989
529.575,0.9730734239768296,0.8272360736800971,0.5640686377256291
529.675,0.9732189154382548,0.8274135602120037,0.5646423339723898
529.775,0.9733523479640929,0.827373508315943,0.5646687171575324
529.875,0.9734706301287526,0.8274273833935097,0.5644249691383502
529.975,0.9735744489475597,0.8274851221283295,0.5643870613014368
530.075,0.9736594054385045,0.8274824425263171,0.5644043021661806
530.175,0.9737256780719196,0.8276192555386912,0.5648068460732587
530.275,0.9737836031137151,0.8275687894299433,0.5639426050686822
530.375,0.9738389111704137,0.8276136186182395,0.5645494395178035
530.475,0.9738879810138303,0.82756211441358,0.5643117503561165
530.575,0.9739270687850652,0.8275397125832803,0.5640998624848395
530.675,0.9739602020091833,0.8275630220453454,0.5643933482753197
530.775,0.9739827528645144,0.8275669331484975,0.5638475815728989
530.875,0.9739973514149294,0.8275118097030393,0.5643152638963616
530.975,0.9740080662987316,0.8275538685993266,0.5640382995834975
531.075,0.9740179695419114,0.827514821587072,0.5640939830038846
531.175,0.9740207418208937,0.8275764574206561,0.5643364787780116
531.275,0.9740245784809617,0.8275102644452421,0.5635963698849635
531.375,0.9740323954253713,0.827562480629517,0.5642046313728153
531.475,0.9740403697156731,0.8274790039997527,0.5639520872430308
531.575,0.9740433929252938,0.8274924621642566,0.5637881736426816
531.675,0.9740467965302999,0.8275163266847295,0.5637142382571397
531.775,0.9740542872124089,0.8275499538620631,0.5635886275410551
531.875,0.9740608310832931,0.827520400364658,0.5638116123556797
531.975,0.9740646222209426,0.827561707028716,0.5635322722421481
532.075,0.9740705505777272,0.8274999256550041,0.5636741843723224
532.175,0.9740846960408198,0.8274961659640577,0.563682210889258
532.275,0.9741030535746059,0.8274887595637666,0.5636766553141453
532.375,0.9741210830327948,0.8274883069311263,0.563710807464898
532.475,0.9741400820696475,0.8275096086140687,0.5637214333872806
532.575,0.9741632005371618,0.8275256515907075,0.563737333132324
532.675,0.9741909110960142,0.8275402289328657,0.5637570431255501
532.775,0.9742228594861057,0.827557530884026,0.5637839977074334
532.875,0.9742590016608013,0.8275780336125382,0.5638165855926695
532.975,0.9742994253385602,0.8276018728788987,0.5638537844135293
533.075,0.9743442690282967,0.8276291626311572,0.5638979308536091
533.175,0.9743936742668514,0.8276598909204206,0.5639458796359317
533.275,0.9744477731473559,0.827694246498891,0.5640005265751954
533.375,0.9745066890787251,0.8277320862549972,0.564062772820735
533.475,0.9745705443131978,0.827773659732928,0.5641279686352434
533.575,0.9746394525747881,0.8278188968921629,0.5642005572054153
533.675,0.9747135211452123,0.8278679613757827,0.5642793998978805
533.775,0.9747928446603263,0.8279208076510145,0.5643637990828871
533.875,0.9748775095712866,0.8279775420962415,0.5644533620388517
533.975,0.9749675901188171,0.8280381505100263,0.5645509904757948
534.075,0.9750631628983315,0.828102625737546,0.5646536741872263
534.175,0.9752953006695162,0.82832954374387,0.5648382351057074
534.275,0.9759950281347809,0.8290308750726102,0.5653878119794504
534.375,0.977058419255561,0.8293149790963021,0.5657011371362938
534.475,0.9778071065050424,0.8296625038846469,0.5652544057313328
534.575,0.9776475533278959,0.8294043772477568,0.5661063718014758
534.675,0.976761655262232,0.8287576893236714,0.5660417503081119
534.775,0.9756488148119187,0.8281602819151707,0.5645889467156899
534.875,0.9745765752801647,0.8277083824181173,0.5663879411648431
534.975,0.9736246225929585,0.827276728042576,0.564466709733436
535.075,0.9728045034064227,0.8269164347655489,0.5641594836398259
535.175,0.972099020798444,0.826648219241186,0.5655140226357058
535.275,0.9714843794008454,0.8262722523415661,0.5637953124918496
535.375,0.9709450716428013,0.82599051784164,0.5636005305164709
535.475,0.9704672644335536,0.8258234462775377,0.5648656018778524
535.575,0.9700382003939382,0.8254513911650455,0.5632164793186304
535.675,0.9696483611702832,0.8253265358639265,0.5634960756702714
535.775,0.9692455726752787,0.8250689402650221,0.5637502542471975
535.875,0.9686894382149971,0.8247332001533246,0.5630268385432093
535.975,0.96801149978492,0.8244929574617266,0.5624140943112633
536.075,0.9674616769922245,0.8243301760957079,0.5625533852751341
536.175,0.9672713712122242,0.8243316230958952,0.5630239429546149
536.275,0.967397983018898,0.8244342035172498,0.5622588732413629
536.375,0.9676493230536812,0.8246728916304268,0.5626954808607433
536.475,0.9679091469859095,0.8247771116254177,0.5633534521646882
536.575,0.9681416449012897,0.8249103314133734,0.563419511681543
536.675,0.9683434680624388,0.825036167096943,0.5635255115312535
536.775,0.9685229897226753,0.8251489669258818,0.5638657665613991
536.875,0.9686856788060223,0.8252338470997376,0.5638562718903107
536.975,0.9688336495548204,0.8253162005109844,0.5640151017431627
537.075,0.9689702099598042,0.8253616589730461,0.564075491657535
537.175,0.9690948434602499,0.8254832860659971,0.5643448516829721
537.275,0.9692152379665917,0.82546493440381,0.5639931877724538
537.375,0.969328033590936,0.8255974855194722,0.5644762079261431
537.475,0.9694317445320875,0.8256779726368091,0.5645270108001078
537.575,0.9695250568342291,0.825758959645753,0.5649340507558985
537.675,0.9696171335222958,0.8258392519542785,0.5642264146224081
537.775,0.9697091532055078,0.825972960546552,0.5658030120996945
537.875,0.9698018622670841,0.8259084852830537,0.5644591056290392
537.975,0.9698888728555319,0.8260323287767797,0.5657001925429361
538.075,0.9699695896869925,0.8261041138957927,0.5654055942464727
538.175,0.9700453764609364,0.8261539053176601,0.5649537599158291
538.275,0.9701237676766381,0.8262117071722271,0.5654901842864095
538.375,0.9702035069838532,0.8262500807592007,0.5657740922373741
538.475,0.9702773383308241,0.8262338459043144,0.5653675153156226
538.575,0.9703444870938057,0.8262781162973832,0.5656109078396242
538.675,0.9704092305610558,0.8263321102259585,0.5657985309475637
538.775,0.9706823062145001,0.8559205588001263,0.5664598949198811
538.875,0.9709879500711748,0.8885953046154874,0.5672622718032795
538.983,0.9705282248308437,0.8298342854111018,0.5658398473952349
539.092,0.9698175635915532,0.7640068380190866,0.5648904459116575
539.192,0.9698606888734802,0.7935987090595992,0.5649122760710112
539.292,0.970128664492639,0.826335697676873,0.566339854539412
539.392,0.9703083856546167,0.8265322861893759,0.5659421917665399
539.492,0.9720161413961798,0.9263366037703324,0.568762672247832
539.592,0.9701447686616191,0.7679395546817069,0.5647239354841558
539.733,0.9685284391258895,0.5995120822668513,0.5616671238532858
539.8,0.9741148560224296,0.9426335716521882,0.5710995262148736
539.9,0.9773765393134557,1.0730702764673161,0.5728099856114861
540.0,0.9750076876887354,0.8288285895808722,0.5684799642127422
540.1,0.9753664670810531,0.8289219783310774,0.5683238339941272
540.2,0.9750668665340364,0.8286146822375339,0.5679129467508939
540.3,0.9745061835833828,0.8283043019080396,0.5685385474689979
540.4,0.9738679587180863,0.8279817245123824,0.5676530316734436
540.5,0.9731078854974151,0.8275362829785631,0.5675129317408896
540.6,0.9722428713948071,0.8272924363305934,0.5674551161747073
540.7,0.9714938909281973,0.8270261584796897,0.5671538764289865
540.8,0.9710896563508666,0.8269117487517471,0.5670526956734654
540.9,0.9710175012983419,0.826957775201051,0.5665520004640607
541.0,0.9711006837927201,0.8270264803820981,0.5669741718832706
541.1,0.9712245232270158,0.8270732011867025,0.5666369251290656
541.2,0.9713486513056931,0.8271421744989789,0.5669330648467433
541.3,0.9714502923741167,0.8272217647599509,0.5668092861636221
541.4,0.9715295178397024,0.827221882702491,0.5671601472338483
541.5,0.9715881645230875,0.8272709741740529,0.5670749937293478
541.6,0.9716394813367117,0.8272535351990697,0.5670593074241703
541.7,0.9716855670295258,0.8272534214339485,0.567185529033551
541.8,0.9717295395644059,0.8272861477692935,0.5672110938270165
541.9,0.9717662361219676,0.8273057314175225,0.5672416485826436
542.0,0.9717957761646578,0.8273335845278577,0.5672853663377279
542.1,0.9718230913177988,0.8273406071531592,0.5673278437933694
542.2,0.9718497002314382,0.8273544941282114,0.5673095077161961
542.3,0.971874973436069,0.8273581052967546,0.5673953765919855
542.4,0.9718983989274808,0.827374345609994,0.5673717804110314
542.5,0.9719198478988588,0.8273909098155292,0.5674124803076878
542.6,0.9719399740947396,0.8274029693270242,0.5674345460178679
542.7,0.971959307521542,0.8274094207478848,0.5674106422835213
542.8,0.9719772003072784,0.8274240342309204,0.5673729197043834
542.9,0.9719920411093804,0.8274801157053907,0.5674955016314975
543.0,0.9720063661227751,0.8274539785953706,0.5674646711099447
543.1,0.9720217271796383,0.8275001004091793,0.5674477224769645
543.2,0.9720378855222319,0.8274792952914216,0.5675269976477441
543.3,0.9720519387268876,0.8274684463202155,0.5675711900932721
543.4,0.9720643906110275,0.8274835639979983,0.5675763331997208
543.5,0.9720762561987479,0.827486583956258,0.5675943392161408
543.6,0.9720873779716093,0.8274954292306208,0.5676029441790678
543.7,0.9720979481162508,0.8274921376214105,0.5676225792524607
543.8,0.9721076658427752,0.8275045715200631,0.5676213510855374
543.9,0.9721165044116985,0.8275050121138214,0.5676415113482349
544.0,0.9721246242572649,0.8275127636852815,0.567650138878431
544.1,0.9721325683783112,0.82751167140597,0.5676606337512292
544.2,0.9721400638586177,0.8275194196676381,0.5676568406476532
544.3,0.9721466866043983,0.8275168264793089,0.5676770280355687
544.4,0.9721524117736126,0.8275252171884936,0.5676778929027977
