time,x_position,y_position,z_position,roll_angle,pitch_angle,yaw_angle
1.0,0.0,0.0,0.0,-0.054262350097251714,3.8546241431459145,0.0
1.0,-2.7164000706346708e-06,9.701434430572312e-06,1.6425902962380931e-07,-0.05469793480768942,3.8546693338415814,1.5284613837998773e-05
1.0,-1.0972054426675197e-05,3.9332794451112815e-05,6.687092398888136e-07,-0.05513769374539976,3.8547134657858377,3.053644284427306e-05
1.0,-2.498223123190551e-05,8.997020912137945e-05,1.5370626745783875e-06,-0.05558137237930355,3.854756448552756,4.575553949580768e-05
1.0,-4.496587140927621e-05,0.00016271521053909372,2.793707174299877e-06,-0.05602870065901231,3.8547981887651646,6.094195619524991e-05
1.0,-7.114562511192678e-05,0.000258695224218723,4.463721637932277e-06,-0.056479392582337376,3.854838590054817,7.609574527100785e-05
1.0,-0.00010374788770593732,0.00037906406284575093,6.572891441784549e-06,-0.05693314575925078,3.854877553023778,9.121695897734861e-05
1.0,-0.00014300283521748614,0.0005250024231082109,9.147724009216358e-06,-0.057389640972576754,3.8549149752071052,0.0001063056494944964
1.0,-0.00018914445919884968,0.0006977183853075088,1.221546452333658e-05,-0.05784854173570891,3.8549507510369416,0.00012136186892873053
1.0,-0.000242410600969579,0.000898447915451126,1.5804111775260847e-05,-0.058309493847663985,3.8549847718080925,0.00013638566931248322
2.0,-0.00029163694438354897,0.0011139553873690084,2.0210029778001877e-05,-0.058845114362945254,3.85529454909209,0.00014687214770929533
2.0,-0.0003142514961734292,0.001316556027197466,2.5998094129817877e-05,-0.0594549153243937,3.855879394802801,0.00015283486411352525
2.0,-0.00029906533611533245,0.001493095031433795,3.346701815537795e-05,-0.06006549829626085,3.85646140297542,0.000158783305432343
2.0,-0.0002462557083720231,0.0016448976177947528,4.2649766645745996e-05,-0.06067650034544108,3.8570405050852066,0.00016471749643218756
2.0,-0.00015595889306364014,0.0017732624441129212,5.35811941379185e-05,-0.0612875718251322,3.857616655436008,0.0001706374618420847
2.0,-2.8270258461655004e-05,0.001879462261713842,6.629806088371935e-05,-0.06189837592119443,3.858189831136945,0.00017654322635369927
2.0,0.00013675568768910056,0.001964744569025431,8.083904889833222e-05,-0.06250858819829382,3.8587600320812037,0.00018243481462138744
2.0,0.00033910524774380683,0.0020303322651402693,9.724477808003448e-05,-0.06311789614615881,3.859327280926948,0.00018831225126224847
2.0,0.0005788054846469684,0.0020774243030552485,0.00011555782239261725,-0.06372599872626614,3.859891623080369,0.00019417556085617695
2.0,0.0008559241733552844,0.0021071963423171984,0.00013582272610190922,-0.06433260591926115,3.8604531266808433,0.0002000247679459146
3.0,0.0011586433341377253,0.0021195266670405583,0.00015719510464108136,-0.0648490083614736,3.8605769198986803,0.0002112067925686114
3.0,0.0014632533800595557,0.002112998765227337,0.0001779412272268387,-0.06527507043229813,3.860264019152482,0.00022770562652414574
3.0,0.0017579835711776296,0.0020874495682899736,0.00019721819535027167,-0.06569900977684666,3.8599497959554125,0.00024416908119780713
3.0,0.0020429842569580584,0.002043965662778532,0.00021507263597487898,-0.06612058169498959,3.859634353331925,0.000260597212996601
3.0,0.00231839924428887,0.0019836085774091817,0.00023154971515848444,-0.06653955320192916,3.859317789664798,0.0002769900782479738
3.0,0.002584365778241045,0.0019074154392470836,0.0002466931561894394,-0.06695570258581228,3.859000198691451,0.00029334773319991783
3.0,0.00284101452380543,0.001816399627515122,0.00026054525771586064,-0.06736881896790285,3.85868166950178,0.00030967023402107585
3.0,0.0030884695486037544,0.0017115514247991162,0.0002731469118594109,-0.06777870186553032,3.85836228653744,0.00032595763680084554
3.0,0.003326848306570279,0.0015938386654262143,0.0002845376223052254,-0.06818516075801977,3.858042129592474,0.0003422099975494842
3.0,0.0035562616225989843,0.0014642073807993284,0.00029475552235969283,-0.06858801465579917,3.8577212738151974,0.00035842737219821287
3.15,0.0037776946432060716,0.0013226449952456296,0.0003038743912181391,-0.06898632414119518,3.857559802965612,0.0003747834101934651
3.21667,0.00399297060266172,0.0011682787669599608,0.0003119851987482405,-0.06935205611705739,3.8575687549106648,0.00039305966214023155
3.31667,0.004202985400970415,0.0010012610373757544,0.00031910166779128925,-0.06967478651599242,3.8575923191173813,0.00041378507771666514
3.40833,0.004407793114880715,0.0008225315671241275,0.00032526941150076894,-0.06997395567861939,3.8576231885199443,0.0004357056728120859
3.525,0.0046075251316379864,0.0006327811376419494,0.00033068327797614294,-0.07025367204099806,3.8576608480892247,0.00045854996286534506
3.61667,0.004802392273584806,0.0004324745316625057,0.0003354037618702178,-0.07051734178785518,3.8577038869363216,0.00048209112782969494
3.71667,0.004992638096141848,0.00022199271816341436,0.00033936543537530607,-0.07077023652654985,3.857749923275313,0.0005059843362149511
3.81667,0.005178469933133151,1.8073477945539835e-06,0.0003426631874537489,-0.07101580956319324,3.8577973531754504,0.0005300019419997341
3.91667,0.005360091676863004,-0.00022762744660545996,0.0003453774659240515,-0.07125533934290149,3.857845217762992,0.0005540555198272831
4.01667,0.0055377137926720344,-0.00046591433186424675,0.0003475163974628281,-0.07149054183014938,3.857892623573111,0.0005780300234242801
4.11667,0.005711543042348617,-0.0007126814450335616,0.00034905229123926884,-0.07172219822407994,3.8579389598092315,0.0006018703392520244
4.21667,0.005881769077715735,-0.00096753061954117,0.00034996718277369713,-0.07195149172094488,3.8579837524791425,0.000625496752435524
4.30833,0.006048541087165396,-0.001229978448152425,0.0003503932836316115,-0.07217913213419057,3.858026755462426,0.0006488602679987121
