Force_X_Factor,Force_Y_Factor,Force_Z_Factor
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.18662043967658468,0.11052207262899355,1.8618211483707635e-05
0.1866053224109591,0.14872331487879267,1.8978361627332026e-05
0.18674049658744776,0.20155015834025886,1.352219048951311e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.18701911419240044,0.36125434492257036,5.731462195329872e-06
0.1866167099634384,0.17138831877177135,1.4403745286422889e-05
0.18660781677887758,0.17233713115685145,1.4547689138358161e-05
0.18660526716486306,0.17314852599099528,1.431420010723402e-05
0.18659184246354624,0.17389545822886823,1.4541162557037606e-05
0.1866077514654033,0.17433406458344872,1.3879343767296874e-05
0.1866121276683986,0.17498209375497972,1.3767695965048152e-05
0.18659561524493637,0.17540530577403607,1.4316420590269223e-05
0.18662853723358502,0.17553549925329218,1.0491053831720182e-05
0.1868926475727549,0.365632413145721,4.672270898706418e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1884548444726691,1.3984185774554247,4.370929523386314e-05
0.1867446973165788,0.29553646410110257,7.148100732188707e-06
0.1864726804420052,0.09509270302819435,1.4996616808317865e-05
0.18618153472872678,0.13337285716439262,2.6013476313553954e-05
0.1867158115207436,0.27707982893278804,7.0835471705489585e-06
0.18713848564070493,0.6413662020048894,1.004017250772847e-05
0.18570380688301788,0.6411040953901989,5.167489814536938e-05
0.18687064340249057,0.4167362349447021,3.069435220749494e-06
0.18873509310856773,2.09885165501076,6.439249877842044e-05
0.1894842492994577,2.8508012945987478,0.00010370748900866616
0.186855975317471,0.4452124843962066,3.392199410026122e-07
0.18649854011806882,0.0679880269687503,2.5369755116119153e-05
0.18646151502319472,0.07368705992960123,5.9203092601440846e-06
0.18657371908813117,0.16890805010093285,1.2559226135665726e-05
0.1865736094013154,0.16815552040812656,1.1430948022570918e-05
0.18657200438118723,0.16737989793558558,1.081834492675722e-05
0.1865714943377405,0.16660891143133802,1.0761168230678803e-05
0.18669659869614896,0.4101824924485329,1.0219500860072463e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.18670883101076838,0.4376870559295916,5.882461138737085e-07
0.18657333103729304,0.1609360547303593,1.0120812837953616e-05
0.1865748441236132,0.1600738729727073,1.0112851292755244e-05
0.18657764363750867,0.15922023997508414,1.0086978959805364e-05
0.1865698914493255,0.15844899067799234,9.874665008433077e-06
0.18658685440631378,0.1574805363753586,9.724857848896318e-06
0.18658903005138944,0.15669503199430176,1.0135698462589127e-05
0.18659555984534662,0.15581307708562359,1.1664681909661704e-05
0.18654927599607632,0.15526535961116883,2.8114824131304153e-06
0.1866464081683457,0.15399547698782645,1.1939076696411307e-05
0.18658954711396453,0.153376284861162,1.1976152262943246e-05
0.1864605107073553,0.15250263848964785,1.3378897145661673e-05
0.18657870645776914,0.15191312358592934,6.273978847218462e-06
0.18658841050832517,0.15093717985113797,8.064452920907147e-06
0.1865654639855738,0.3775705258955026,7.80892291990473e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1866022445834072,0.01226920525005919,1.933313092376809e-05
0.18657776762905623,0.08773668675335464,1.1805649597728156e-05
0.1866660696569301,0.04801428779431107,1.6859191885684506e-05
0.1865775380972342,0.3501513551815256,1.4824775721804576e-06
0.18655475411340372,0.5255228352153419,4.8164158279456565e-06
0.18658359034937622,0.14224079393288694,9.650264940151197e-06
0.1866596496209906,0.14300346724950608,8.973500282167783e-06
0.18664790852431573,0.1418028106369537,7.328707291504152e-06
0.18663617299905302,0.14005008987319956,9.147001085524654e-06
0.18666744444670827,0.1423117334670369,7.094011186309609e-06
0.18665187310238726,0.1397603386356806,1.286730080907685e-05
0.1866576473915047,0.1390533167354994,4.6047239723036065e-06
0.18665897515778943,0.13853593493513175,8.640664820919865e-06
0.186512077955769,0.2820676495840203,6.794707418353503e-06
0.18673737743459226,0.044689658841248286,4.749487103767884e-06
0.1869754698068767,0.19443701806519315,2.187882647774638e-05
0.18653372511274208,0.31382030143853207,1.53569963339894e-06
0.1863399877430206,0.5037942481465894,8.789225750175056e-09
0.18667449090087798,0.13453357014243214,4.54610131608357e-08
0.18657697348303576,0.2687964978633829,6.628667692053998e-06
0.18675670077294065,0.05751485323438323,8.016520797416752e-06
0.186966797703757,0.17421156723950018,2.1856582177023324e-05
0.18657510908134792,0.2871699923754941,2.813942027898781e-06
0.1863971327322734,0.46174432142123356,5.5457513735283665e-06
0.18672582305995852,0.1324053106438724,7.499608753175452e-06
0.18670694755508763,0.13188799457757006,8.579661327199409e-06
0.18670963513055824,0.1317484460918227,7.798113292745794e-06
0.1868757726707,0.06946799215987777,1.885498414789644e-05
0.186760186280667,0.08755351133929477,9.46559043469046e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.18660510729028457,0.39994923570178853,2.1930462778034807e-06
0.1864511359161518,0.8032436672443194,1.8449870012307008e-05
0.18673315238271984,0.22604472071202833,6.217692667856598e-06
0.18672573072989948,0.12739833981252716,7.247714785504019e-07
0.18679870409656785,0.0909961536579228,1.4087169791201475e-05
0.18677228822573072,0.1304928574601521,9.539886084439723e-06
0.18675698279405095,0.16688340669661125,8.203077269460259e-06
0.18682278833889265,0.1503386902976698,6.693269933697061e-06
0.18652463015822732,0.2094527101874554,2.459530114211428e-05
0.1865388464188983,0.15458213775073618,2.2254498613762093e-05
0.18696212324544265,0.39252522030769976,5.263800651287402e-06
0.18706807044298943,0.51294797023141,9.059923439483928e-06
0.18677682446508748,0.12593725641598635,1.005149542869518e-05
0.18678957978133798,0.091742022916057,9.695800114368328e-06
0.18677938425870383,0.09315474978361825,9.521798367805265e-06
0.18707755901242384,0.12620739655953458,5.634444406783525e-06
0.18677985277503295,0.12650739920031417,3.145529271083847e-05
0.18263793732080483,0.1261174992991171,5.19587427345561e-05
0.18856988011499176,0.12573576909586764,9.483829431241052e-05
0.19070652032860402,0.12587688976136474,4.02254625940017e-06
0.18675699979767912,0.1258364322943164,3.989715033732811e-06
0.18597217410519395,0.12578810003473465,1.5319425654949273e-05
0.1861285584579005,0.12601097644012796,4.830355673602971e-05
0.18639859232434955,0.12558282730845527,2.338774845134887e-05
0.18655850005202307,0.12603105173007167,1.6333470315906166e-05
0.18658898689844403,0.12561438640497224,1.2678005161180991e-05
0.1865578288633468,0.12587835629075939,9.628160412531889e-06
0.18660206970798604,0.12576156060682406,9.554241575358564e-06
0.1865489840199939,0.12570018693686133,1.6980971600096263e-05
0.1865560051995353,0.125909368184936,5.709537835662453e-06
0.18654059792996305,0.12578769158833486,1.5128428170573325e-05
0.1865235520460466,0.12580889979078794,1.3941005213890188e-05
0.18584566204873434,0.038526172350007944,2.0257962055328224e-05
0.18591249669400867,0.04658981960952868,1.5924380435636175e-05
0.18715077862809265,0.20597907828376,1.1872421466063246e-05
0.1871696687714288,0.21350549984357556,8.587748989048076e-06
0.18645138100841954,0.12620167649666106,6.9248967020829445e-06
0.18646584767864371,0.12599639168627516,1.6295297786667604e-05
0.1864533343198388,0.12604587068166637,1.4876172780020835e-05
0.18641879205730816,0.12621858070234063,1.4345863104887898e-05
0.18642866891552323,0.12618730368295708,1.4773579731287399e-05
