Time,Force_X,Force_Y,Force_Z
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.867,69.62143316221969,-0.8583467734748257,-999.969010967808
497.975,69.68277518762785,-9.797142894835297,-999.9411000660481
498.408,69.68239904461583,-9.793573479882191,-999.9421507744369
498.408,69.68239904461583,-9.793573479882191,-999.9421507744369
498.408,69.68239904461583,-9.793573479882191,-999.9421507744369
498.408,69.68239904461583,-9.793573479882191,-999.9421507744369
498.492,69.67103151995954,-9.761765702252255,-999.9434802803377
498.592,69.67412075214528,-9.770073964676595,-999.9413589272016
498.692,69.67269717155328,-9.765441963626161,-999.9435428929634
498.792,69.67298269758624,-9.763879258403088,-999.941310332328
498.892,69.67112226154082,-9.760363821140354,-999.9482628258145
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.6,69.67065182578368,-9.759027599178815,-999.9426837605185
499.667,69.66383169102673,-9.72704016069408,-999.9439254218402
499.767,69.66406018038433,-9.73527143139432,-999.9428940267984
499.867,69.66541008990193,-9.731528623079088,-999.9423367432802
499.967,69.66449656857937,-9.729835985755201,-999.9427195836624
500.067,69.66396043629122,-9.727065224434657,-999.9428812550689
500.167,69.66307691295793,-9.724685035065503,-999.9434114376002
500.267,69.66576056485249,-9.718825253383008,-999.9428678603281
500.367,69.66749973176785,-9.719135235720625,-999.9426435762962
500.467,69.66677024795378,-9.7171059979056,-999.9428033786688
500.567,69.66938972969471,-9.711466039494914,-999.9389282490049
500.667,69.66449510450306,-9.71225428261032,-999.9432609803952
500.767,69.66081943187471,-9.711926021124096,-999.944247830136
501.15,69.66121410946992,-9.706605654998786,-999.9472130519426
501.15,69.66121410946992,-9.706605654998786,-999.9472130519426
501.15,69.66121410946992,-9.706605654998786,-999.9472130519426
501.192,69.65638287566784,-9.690572760812161,-999.945434043461
501.292,69.65611990264033,-9.699381606505584,-999.9439998716786
501.392,69.6557125467672,-9.698165650626096,-999.944080551629
501.492,69.65420716480465,-9.698069270793455,-999.9430650433728
501.617,69.65456499128737,-9.695861375171665,-999.9443026551216
501.692,69.65486157576913,-9.688245493129394,-999.9443540535456
501.792,69.65437867978801,-9.689359424694768,-999.9443288215922
501.892,69.65659018264465,-9.693234731916961,-999.9542695882993
502.058,69.65278704192481,-9.682273765679424,-999.9457623703632
502.092,69.65423523145921,-9.677086262922625,-999.9449779992625
502.175,69.651804864768,-9.68617116487877,-999.9348964320241
502.275,69.65680132114032,-9.675256681506864,-999.9439628025123
502.392,69.65942441634625,-9.680192020480465,-999.9546954164547
502.492,69.65466884725441,-9.66887516532504,-999.9342397782191
502.592,69.65614074236497,-9.67328042456429,-999.9445636968145
502.692,69.65629440807746,-9.672718480922113,-999.944573353488
502.792,69.65629699357393,-9.67161175759632,-999.9445795836001
