1115.9541443574797,1137.199390075702,1219.0769145055933,1199.0431938474628,1699.6070930154285,1727.4168320345043,1630.412401273227,1672.8319254980706
1115.8355624858705,1137.3153530409818,1219.1750129397358,1198.9392312829827,1699.74363853401,1727.2759904362565,1630.2413526707462,1673.0002277249573
1115.7447438867337,1137.401567305205,1219.2412088086442,1198.865470712684,1699.9365107625506,1727.0790409992137,1630.0131765932974,1673.2257489645406
1115.6850535746323,1137.4544657754846,1219.2717913217982,1198.8254579846184,1700.1908382441543,1726.8208496521836,1629.7227652721217,1673.513562446336
1115.6601094897705,1137.4702033212461,1219.2627629723345,1198.8230021053678,1700.5120855672883,1726.4959165507244,1629.3646519311237,1673.8690687091573
1115.6737934308157,1137.4446416352555,1219.209823883698,1198.8621864387026,1700.9060650839006,1726.0983552247094,1628.9329906723083,1674.2980067916224
1115.7302617396329,1137.3733336310852,1219.1083556580725,1198.9473796158745,1701.3789478006754,1725.6218707532075,1628.4215354771427,1674.8064645905977
1115.8339556652413,1137.251507346084,1218.9534046905676,1199.08324607825,1701.9372732874874,1725.0597368567583,1627.8236182255844,1675.40088823419
1115.9896113270174,1137.0740493148223,1218.739664908469,1199.2747561649603,1702.5879584311942,1724.4047717836809,1627.1321256224453,1676.088090300339
1116.202269189319,1136.8354873734584,1218.4614598896985,1199.5271956496172,1703.3383048461485,1723.6493128523196,1626.339474907581,1676.875256695594
1116.4478587828826,1136.5611209155222,1218.1462437350124,1199.814970352583,1704.138020995392,1722.8437328916316,1625.4944281707646,1677.7129457686556
1116.6671688312836,1136.3144478962665,1217.8604308659728,1200.0745343162048,1704.8871490499164,1722.0877656273967,1624.6982902140594,1678.500470971625
1116.8313708271103,1136.1267038188007,1217.6361997462448,1200.2748001298603,1705.5423918217755,1721.4247215908865,1623.9966263158014,1679.1932402255402
1116.946700227582,1135.9911661646586,1217.4670220796372,1200.4225551927123,1706.1101341011222,1720.8489227150117,1623.3828472905668,1679.797892626461
1117.0180298461048,1135.9028095900308,1217.3476900957714,1200.5229213910993,1706.59761304414,1720.3534330929215,1622.8500611067361,1680.321560094674
1117.0485501891562,1135.8587304533567,1217.2745282114722,1200.5788824035644,1707.0136840412626,1719.9290646566237,1622.390582893322,1680.7726200833297
1117.0423531947247,1135.8545695026862,1217.2430372554281,1200.5948308891063,1707.3653315295019,1719.5688948576637,1621.997742594612,1681.1579254576877
1117.0047349747522,1135.8843386279677,1217.2476762982592,1200.5767557979477,1707.6568400771575,1719.2692051091294,1621.666549388778,1681.4820996455205
1116.939534219916,1135.9440488491177,1217.2842885792907,1200.5286584634953,1707.8935363539038,1719.0247316639884,1621.3916877427082,1681.7505088347802
1116.8501712624814,1136.0300113285916,1217.348993605008,1200.4540910381302,1708.080572673375,1718.8303309865237,1621.168068947006,1681.968328673003
1116.7397936980783,1136.1386798854483,1217.4381499073186,1200.356407001935,1708.2227068969173,1718.6813060279446,1620.9909445872079,1682.1403076751167
